Date,Region,District,Town,Grid,Power_Consumption_MWh,Power_Generation_MWh,Power_Outage
2018-03-21,North East Region,District Two,Town Five,Grid Two,1225,1058,A
2018-03-22,Western Region,District Four,Town Five,Grid Two,512,566,A
2018-03-23,Bono East Region,District Four,Town Three,Grid Three,1166,1023,A
2018-03-24,Northern Region,District Four,Town Five,Grid Five,1710,801,A
2018-03-25,Central Region,District Three,Town Four,Grid Four,1661,903,A
2018-03-26,Western Region,District Two,Town One,Grid Four,1592,800,A
2018-03-27,Western Region,District one,Town Five,Grid Five,689,1406,A
2018-03-28,North East Region,District Two,Town Two,Grid Four,1905,1059,B
2018-03-29,Ashanti Region,District one,Town One,Grid Four,1075,1191,A
2018-03-30,Ahafo Region,District one,Town Two,Grid Four,1017,1718,A
2018-03-31,North East Region,District one,Town One,Grid One,627,978,A
2018-04-01,Upper East Region,District Five,Town Three,Grid Four,611,947,A
2018-04-02,Central Region,District Five,Town One,Grid Four,1779,1708,B
2018-04-03,Upper West Region,District Three,Town Four,Grid Three,924,907,B
2018-04-04,Volta Region,District Five,Town Three,Grid Four,1411,1083,A
2018-04-05,Eastern Region,District Two,Town Three,Grid Two,775,1062,A
2018-04-06,Oti Region,District Three,Town Five,Grid Four,1968,969,A
2018-04-07,Bono East Region,District Four,Town Two,Grid Five,928,1679,A
2018-04-08,Ahafo Region,District Two,Town Two,Grid One,1942,1311,A
2018-04-09,Bono East Region,District Two,Town Four,Grid Two,554,589,A
2018-04-10,Central Region,District one,Town Four,Grid Four,1871,837,A
2018-04-11,Savannah Region,District Five,Town Four,Grid Two,1821,1240,A
2018-04-12,Brong-Ahafo Region,District Four,Town One,Grid Five,868,1105,A
2018-04-13,Greater Accra Region,District Two,Town One,Grid Five,1037,1532,A
2018-04-14,Ahafo Region,District Two,Town Three,Grid Two,1199,528,A
2018-04-15,Oti Region,District Four,Town Four,Grid Three,1420,776,A
2018-04-16,Ashanti Region,District Five,Town Three,Grid Five,1235,823,A
2018-04-17,Upper East Region,District Five,Town Two,Grid One,1134,1618,A
2018-04-18,Brong-Ahafo Region,District one,Town Two,Grid Two,1072,1146,A
2018-04-19,Northern Region,District Three,Town Three,Grid One,1818,1295,A
2018-04-20,Oti Region,District Two,Town One,Grid Five,1405,1517,A
2018-04-21,Ashanti Region,District one,Town Two,Grid Two,757,455,A
2018-04-22,Volta Region,District Four,Town One,Grid Three,630,679,A
2018-04-23,Upper West Region,District Four,Town Four,Grid One,1518,1340,A
2018-04-24,Oti Region,District Three,Town Five,Grid Five,645,1254,A
2018-04-25,Savannah Region,District Five,Town Two,Grid Four,1236,745,A
2018-04-26,Ashanti Region,District Five,Town Three,Grid Three,1462,495,A
2018-04-27,Central Region,District Three,Town Two,Grid One,1326,810,B
2018-04-28,Volta Region,District one,Town One,Grid Five,656,1098,A
2018-04-29,Central Region,District Four,Town One,Grid Four,1441,622,B
2018-04-30,Upper East Region,District Five,Town One,Grid Three,1712,1285,A
2018-05-01,Upper West Region,District Five,Town One,Grid One,1623,600,A
2018-05-02,Upper West Region,District Four,Town Two,Grid Five,1694,483,B
2018-05-03,Upper East Region,District Four,Town Two,Grid One,695,582,A
2018-05-04,Ahafo Region,District Four,Town One,Grid Five,757,1090,A
2018-05-05,Savannah Region,District Four,Town Five,Grid Three,1530,658,B
2018-05-06,Brong-Ahafo Region,District Four,Town Five,Grid One,1283,777,A
2018-05-07,Bono East Region,District Four,Town Three,Grid Four,1011,809,A
2018-05-08,Brong-Ahafo Region,District Two,Town One,Grid Three,646,482,A
2018-05-09,Central Region,District Five,Town Three,Grid Two,1188,749,A
2018-05-10,Western Region,District Five,Town One,Grid Two,966,1601,A
2018-05-11,Eastern Region,District one,Town Four,Grid Four,1663,1517,A
2018-05-12,Upper East Region,District Two,Town Five,Grid One,1225,1209,A
2018-05-13,Brong-Ahafo Region,District Four,Town Three,Grid Two,556,1705,A
2018-05-14,Volta Region,District Two,Town One,Grid Three,1821,714,B
2018-05-15,Brong-Ahafo Region,District one,Town Three,Grid Two,577,1136,B
2018-05-16,Ashanti Region,District Three,Town One,Grid Five,1518,1588,A
2018-05-17,Oti Region,District Three,Town Four,Grid Two,1823,1469,A
2018-05-18,Western Region,District one,Town One,Grid One,946,1221,A
2018-05-19,Savannah Region,District Four,Town One,Grid Five,1402,625,A
2018-05-20,Central Region,District Five,Town Two,Grid Two,582,879,A
2018-05-21,Bono East Region,District Three,Town One,Grid Four,1522,853,A
2018-05-22,Greater Accra Region,District Four,Town Two,Grid Two,584,1579,A
2018-05-23,Eastern Region,District Two,Town Two,Grid Five,1472,1783,A
2018-05-24,Volta Region,District one,Town Three,Grid One,586,1380,B
2018-05-25,Upper East Region,District Five,Town Four,Grid Five,1336,947,A
2018-05-26,Brong-Ahafo Region,District Four,Town Five,Grid Four,1462,480,B
2018-05-27,Central Region,District Three,Town Three,Grid Four,1712,486,A
2018-05-28,Western North Region,District Two,Town One,Grid Two,1622,835,A
2018-05-29,Northern Region,District Two,Town Two,Grid One,1840,1255,B
2018-05-30,North East Region,District Four,Town Four,Grid Five,781,625,A
2018-05-31,Upper East Region,District Two,Town Four,Grid One,1669,911,A
2018-06-01,Central Region,District one,Town Three,Grid Five,626,1486,A
2018-06-02,Eastern Region,District Two,Town Three,Grid Three,1464,1329,A
2018-06-03,Savannah Region,District Three,Town Three,Grid Four,974,660,A
2018-06-04,Upper East Region,District Three,Town Four,Grid Four,1858,1300,A
2018-06-05,Oti Region,District Three,Town Two,Grid Three,1312,1034,A
2018-06-06,Upper West Region,District Three,Town Two,Grid Three,1551,1147,A
2018-06-07,North East Region,District Three,Town One,Grid Five,858,1249,A
2018-06-08,Volta Region,District Three,Town Two,Grid Three,1753,1095,A
2018-06-09,Greater Accra Region,District Three,Town Two,Grid Two,1677,1349,A
2018-06-10,Upper East Region,District Three,Town Five,Grid Four,1560,1104,B
2018-06-11,Eastern Region,District Four,Town One,Grid Three,1365,776,A
2018-06-12,Oti Region,District Four,Town Four,Grid Three,825,1673,A
2018-06-13,Upper West Region,District one,Town Three,Grid Five,1699,1586,A
2018-06-14,Greater Accra Region,District Three,Town One,Grid Three,1225,1043,B
2018-06-15,Upper West Region,District Four,Town Two,Grid Three,1155,1612,A
2018-06-16,North East Region,District one,Town Five,Grid Three,1608,754,A
2018-06-17,Volta Region,District Three,Town Two,Grid Five,1581,486,A
2018-06-18,Bono East Region,District Five,Town Four,Grid Three,921,984,A
2018-06-19,North East Region,District Five,Town Three,Grid Three,984,883,A
2018-06-20,North East Region,District Five,Town Two,Grid One,749,1082,A
2018-06-21,Bono East Region,District Three,Town Three,Grid Two,1882,717,A
2018-06-22,North East Region,District Two,Town One,Grid Four,667,1042,A
2018-06-23,Western North Region,District Four,Town Three,Grid One,831,611,A
2018-06-24,Bono East Region,District Three,Town Two,Grid Four,1517,822,A
2018-06-25,Western North Region,District Five,Town Five,Grid Five,1272,1218,A
2018-06-26,Central Region,District Two,Town Three,Grid Two,546,1013,B
2018-06-27,Volta Region,District one,Town Three,Grid Five,1512,1007,B
2018-06-28,Northern Region,District one,Town Three,Grid Three,981,1756,A
2018-06-29,Eastern Region,District one,Town Two,Grid Four,1031,598,A
2018-06-30,Oti Region,District Two,Town One,Grid Two,1050,589,A
2018-07-01,Eastern Region,District Four,Town Three,Grid Four,1289,1572,B
2018-07-02,Upper East Region,District Five,Town One,Grid Three,1564,1480,B
2018-07-03,Greater Accra Region,District Two,Town Three,Grid Four,1102,1036,B
2018-07-04,Bono East Region,District Five,Town One,Grid Three,686,1376,A
2018-07-05,Eastern Region,District one,Town Four,Grid Five,1730,614,A
2018-07-06,Ashanti Region,District Two,Town Four,Grid Three,1213,424,A
2018-07-07,Northern Region,District Four,Town Three,Grid Five,576,1118,A
2018-07-08,North East Region,District Five,Town Three,Grid Two,613,619,A
2018-07-09,Northern Region,District Two,Town Two,Grid Two,1809,1517,A
2018-07-10,Western Region,District Two,Town Four,Grid One,1374,1244,A
2018-07-11,Volta Region,District Two,Town One,Grid One,1401,539,A
2018-07-12,North East Region,District Four,Town One,Grid Two,1868,1256,B
2018-07-13,Central Region,District Four,Town Five,Grid Three,1934,1446,A
2018-07-14,Upper East Region,District Four,Town Four,Grid Three,1658,821,A
2018-07-15,Savannah Region,District Five,Town Five,Grid Two,1435,441,A
2018-07-16,Western North Region,District one,Town Three,Grid One,1529,614,A
2018-07-17,Western North Region,District Three,Town Five,Grid Three,667,481,A
2018-07-18,Savannah Region,District Four,Town Five,Grid One,506,1021,A
2018-07-19,Savannah Region,District Three,Town Five,Grid One,1573,1295,A
2018-07-20,North East Region,District Two,Town One,Grid Five,1194,1261,A
2018-07-21,Ashanti Region,District Three,Town Four,Grid One,891,468,A
2018-07-22,Western Region,District Two,Town Five,Grid Two,909,1200,B
2018-07-23,Upper East Region,District Four,Town Three,Grid Two,603,897,A
2018-07-24,Western North Region,District Five,Town Three,Grid One,891,1384,A
2018-07-25,Bono East Region,District Two,Town One,Grid Five,747,1033,A
2018-07-26,Oti Region,District Five,Town Five,Grid One,740,803,A
2018-07-27,Upper West Region,District one,Town Two,Grid Three,749,1195,A
2018-07-28,Oti Region,District Two,Town Three,Grid Four,520,1738,A
2018-07-29,Central Region,District Five,Town One,Grid Two,1339,1118,A
2018-07-30,North East Region,District Two,Town Two,Grid Five,530,1161,A
2018-07-31,Western North Region,District Four,Town Three,Grid Three,1408,735,B
2018-08-01,Western Region,District Three,Town Five,Grid Two,1364,1698,B
2018-08-02,Ahafo Region,District Two,Town Three,Grid Four,807,1058,A
2018-08-03,Western North Region,District Four,Town Three,Grid Five,1782,701,A
2018-08-04,Ahafo Region,District one,Town Four,Grid Two,1068,1347,B
2018-08-05,Northern Region,District Four,Town One,Grid Five,1213,1036,A
2018-08-06,Upper West Region,District Two,Town One,Grid Four,1649,1592,A
2018-08-07,Ashanti Region,District Two,Town Four,Grid Two,741,918,A
2018-08-08,Savannah Region,District Two,Town Three,Grid Two,1094,1523,A
2018-08-09,Ashanti Region,District Five,Town One,Grid Five,1050,1033,A
2018-08-10,Ahafo Region,District Five,Town Four,Grid Two,1574,1045,B
2018-08-11,Volta Region,District one,Town Four,Grid One,1121,1662,B
2018-08-12,Savannah Region,District one,Town Two,Grid Two,576,1646,A
2018-08-13,Central Region,District Three,Town Two,Grid Three,1098,617,A
2018-08-14,Central Region,District one,Town One,Grid Two,805,537,B
2018-08-15,Eastern Region,District one,Town Three,Grid Two,1719,1129,B
2018-08-16,Western Region,District Two,Town Three,Grid Four,808,985,B
2018-08-17,Eastern Region,District Five,Town Three,Grid One,1868,1356,A
2018-08-18,Western North Region,District Five,Town One,Grid Four,1452,1780,A
2018-08-19,Greater Accra Region,District Four,Town One,Grid Five,1914,1412,A
2018-08-20,North East Region,District one,Town Two,Grid Four,825,1659,B
2018-08-21,Brong-Ahafo Region,District Five,Town Three,Grid Five,1199,1574,A
2018-08-22,Ahafo Region,District one,Town One,Grid One,1499,1744,A
2018-08-23,North East Region,District Four,Town Five,Grid One,953,450,A
2018-08-24,Northern Region,District Four,Town Four,Grid Two,903,1256,A
2018-08-25,Ahafo Region,District Three,Town Four,Grid Three,550,1085,A
2018-08-26,Volta Region,District Five,Town Five,Grid Four,1590,1041,A
2018-08-27,Western North Region,District Two,Town Five,Grid Two,1000,1770,A
2018-08-28,Ahafo Region,District Four,Town One,Grid Three,1675,601,B
2018-08-29,Volta Region,District Five,Town Three,Grid One,1204,1516,A
2018-08-30,Oti Region,District Two,Town Two,Grid One,1828,622,A
2018-08-31,Savannah Region,District Four,Town Two,Grid Three,1783,928,A
2018-09-01,Savannah Region,District Two,Town Three,Grid Four,1154,1419,B
2018-09-02,North East Region,District Two,Town One,Grid Three,1865,579,A
2018-09-03,Western Region,District one,Town Five,Grid Five,1252,1634,A
2018-09-04,Ahafo Region,District Five,Town Five,Grid Four,807,1408,A
2018-09-05,Upper East Region,District one,Town One,Grid Two,1736,409,A
2018-09-06,Bono East Region,District Two,Town Five,Grid One,1054,1039,A
2018-09-07,Western Region,District one,Town Five,Grid Four,1999,553,A
2018-09-08,Upper West Region,District one,Town Two,Grid Five,1426,927,A
2018-09-09,Central Region,District Four,Town One,Grid Four,1596,831,A
2018-09-10,Volta Region,District Five,Town Four,Grid One,1875,1332,A
2018-09-11,Brong-Ahafo Region,District Four,Town Five,Grid One,1671,698,A
2018-09-12,Brong-Ahafo Region,District Five,Town Three,Grid Five,1833,1496,A
2018-09-13,Volta Region,District Four,Town Five,Grid One,656,1481,A
2018-09-14,Ahafo Region,District one,Town Five,Grid Four,1439,1358,A
2018-09-15,Eastern Region,District Five,Town One,Grid Three,1422,446,A
2018-09-16,Volta Region,District Four,Town Four,Grid One,696,887,A
2018-09-17,Ahafo Region,District Three,Town Five,Grid Five,887,552,A
2018-09-18,Upper East Region,District one,Town Three,Grid Two,655,734,B
2018-09-19,Northern Region,District Four,Town Two,Grid Four,625,1444,A
2018-09-20,Brong-Ahafo Region,District Three,Town Two,Grid Five,586,1418,A
2018-09-21,Eastern Region,District Four,Town Two,Grid Two,1850,1724,A
2018-09-22,Oti Region,District Four,Town Five,Grid Four,1498,802,A
2018-09-23,Oti Region,District Five,Town Three,Grid Two,518,491,A
2018-09-24,Savannah Region,District one,Town Four,Grid Three,1963,832,A
2018-09-25,Central Region,District Five,Town One,Grid Four,1674,1021,A
2018-09-26,Greater Accra Region,District one,Town Two,Grid One,1625,960,A
2018-09-27,Volta Region,District one,Town Five,Grid Two,544,408,A
2018-09-28,Savannah Region,District Four,Town Three,Grid One,518,1082,B
2018-09-29,Eastern Region,District Three,Town One,Grid One,1351,758,B
2018-09-30,Brong-Ahafo Region,District Four,Town Five,Grid Three,1621,1207,A
2018-10-01,North East Region,District Four,Town Four,Grid Four,1817,751,A
2018-10-02,Ashanti Region,District Three,Town Three,Grid Three,852,1378,A
2018-10-03,Brong-Ahafo Region,District one,Town Four,Grid Three,1756,1561,A
2018-10-04,Oti Region,District Three,Town One,Grid Four,848,1628,A
2018-10-05,Central Region,District Two,Town Four,Grid Five,1581,1135,A
2018-10-06,Volta Region,District Two,Town Three,Grid One,792,781,A
2018-10-07,Upper East Region,District one,Town Four,Grid Three,1072,722,A
2018-10-08,Western Region,District Three,Town One,Grid Three,1646,583,A
2018-10-09,Greater Accra Region,District Five,Town One,Grid One,526,1779,A
2018-10-10,Ashanti Region,District Four,Town Two,Grid Three,695,515,A
2018-10-11,North East Region,District Three,Town One,Grid Four,1304,505,A
2018-10-12,Oti Region,District Five,Town Two,Grid Five,1534,1327,A
2018-10-13,Central Region,District Four,Town Two,Grid Two,1275,695,A
2018-10-14,Savannah Region,District Three,Town Four,Grid One,1065,1407,A
2018-10-15,Central Region,District Four,Town Five,Grid Three,1619,455,A
2018-10-16,Central Region,District Five,Town One,Grid Five,515,1301,A
2018-10-17,Western North Region,District Four,Town Three,Grid Three,1621,829,A
2018-10-18,Ashanti Region,District Two,Town Five,Grid One,1951,1652,A
2018-10-19,Greater Accra Region,District one,Town Three,Grid One,1714,1014,A
2018-10-20,Bono East Region,District Three,Town Three,Grid One,976,983,B
2018-10-21,Volta Region,District Three,Town Four,Grid Two,631,951,A
2018-10-22,Brong-Ahafo Region,District Five,Town Three,Grid One,1358,898,A
2018-10-23,Ahafo Region,District Three,Town Four,Grid Five,1515,1572,B
2018-10-24,Western Region,District Two,Town Four,Grid Five,1493,562,A
2018-10-25,Central Region,District Two,Town Three,Grid Two,639,1135,A
2018-10-26,Bono East Region,District Two,Town Two,Grid Three,1769,1303,A
2018-10-27,North East Region,District one,Town Two,Grid Two,1228,1637,B
2018-10-28,Upper West Region,District Five,Town One,Grid One,1735,615,A
2018-10-29,Bono East Region,District Five,Town One,Grid Two,661,1706,A
2018-10-30,North East Region,District Four,Town Three,Grid Three,816,734,A
2018-10-31,Ahafo Region,District Three,Town Two,Grid Five,1619,760,A
2018-11-01,Western North Region,District one,Town Three,Grid Three,1661,1111,A
2018-11-02,Upper East Region,District Three,Town Two,Grid Five,1235,554,A
2018-11-03,Central Region,District Three,Town One,Grid Five,1022,1766,A
2018-11-04,Savannah Region,District one,Town Three,Grid Two,1732,991,A
2018-11-05,Ashanti Region,District Four,Town Three,Grid Four,906,1576,B
2018-11-06,Western North Region,District Four,Town Three,Grid Two,711,476,B
2018-11-07,Western North Region,District Four,Town Four,Grid Five,1961,863,B
2018-11-08,Western Region,District one,Town Two,Grid Two,1602,1484,A
2018-11-09,Brong-Ahafo Region,District Two,Town Four,Grid Two,781,818,A
2018-11-10,Bono East Region,District Four,Town Five,Grid Two,1475,511,A
2018-11-11,Northern Region,District Five,Town Five,Grid Three,1561,1427,A
2018-11-12,Central Region,District one,Town Three,Grid Five,1774,938,A
2018-11-13,Greater Accra Region,District Two,Town Five,Grid Five,1990,965,A
2018-11-14,Savannah Region,District Four,Town One,Grid Three,785,1186,A
2018-11-15,Northern Region,District Four,Town Four,Grid One,650,1562,B
2018-11-16,Greater Accra Region,District Four,Town Three,Grid Three,856,1212,A
2018-11-17,Bono East Region,District Two,Town Five,Grid Five,1226,1730,A
2018-11-18,Greater Accra Region,District Five,Town Four,Grid Three,687,1448,A
2018-11-19,Savannah Region,District Five,Town Five,Grid One,1666,1188,A
2018-11-20,Volta Region,District one,Town Four,Grid Four,1680,1120,B
2018-11-21,Ahafo Region,District Four,Town Five,Grid Four,682,955,A
2018-11-22,Bono East Region,District one,Town Four,Grid Two,1617,439,A
2018-11-23,Greater Accra Region,District Five,Town Two,Grid Five,1699,576,A
2018-11-24,Greater Accra Region,District Two,Town Five,Grid Two,1981,627,B
2018-11-25,Brong-Ahafo Region,District Two,Town Five,Grid Three,1834,1756,A
2018-11-26,Western Region,District Four,Town Three,Grid Two,772,1138,A
2018-11-27,Brong-Ahafo Region,District Three,Town Three,Grid Four,918,1026,A
2018-11-28,Eastern Region,District Five,Town Five,Grid Four,1997,609,A
2018-11-29,Eastern Region,District Three,Town Four,Grid Four,1880,1726,A
2018-11-30,Ashanti Region,District Two,Town Three,Grid Two,1735,927,A
2018-12-01,Volta Region,District Two,Town Five,Grid Two,1589,705,B
2018-12-02,Central Region,District one,Town Five,Grid Five,1461,624,A
2018-12-03,Upper West Region,District Five,Town Four,Grid Four,1128,1388,B
2018-12-04,Eastern Region,District Five,Town Four,Grid Three,613,755,A
2018-12-05,Ashanti Region,District Three,Town Two,Grid Three,1389,1787,A
2018-12-06,Western North Region,District Four,Town Two,Grid Four,1300,1028,A
2018-12-07,Greater Accra Region,District Five,Town Three,Grid Four,1554,1712,A
2018-12-08,Bono East Region,District Three,Town Five,Grid Five,935,1795,A
2018-12-09,Brong-Ahafo Region,District one,Town Four,Grid One,779,790,A
2018-12-10,Western Region,District Three,Town Five,Grid Two,1905,885,A
2018-12-11,North East Region,District Three,Town Two,Grid Two,1770,427,A
2018-12-12,Western North Region,District Five,Town One,Grid Five,730,883,A
2018-12-13,Western North Region,District Two,Town One,Grid Two,1234,695,A
2018-12-14,Northern Region,District Three,Town Five,Grid Two,1677,1742,A
2018-12-15,Upper East Region,District Five,Town One,Grid One,1268,1658,A
2018-12-16,Oti Region,District Four,Town Three,Grid One,1889,995,A
2018-12-17,Ahafo Region,District one,Town One,Grid Five,1443,1173,A
2018-12-18,Brong-Ahafo Region,District Five,Town Five,Grid Two,935,1369,A
2018-12-19,Upper East Region,District Five,Town Five,Grid Three,1649,1385,B
2018-12-20,Bono East Region,District Five,Town Five,Grid Four,584,1291,A
2018-12-21,Northern Region,District Five,Town One,Grid Four,1286,1568,A
2018-12-22,Eastern Region,District Four,Town Four,Grid Two,1518,1327,A
2018-12-23,Volta Region,District Two,Town One,Grid One,621,1584,A
2018-12-24,Volta Region,District one,Town Five,Grid One,1378,1569,A
2018-12-25,Upper West Region,District Three,Town Three,Grid Two,1545,1527,A
2018-12-26,Northern Region,District Three,Town Five,Grid Five,1022,759,A
2018-12-27,Western Region,District one,Town Three,Grid Three,818,1231,A
2018-12-28,Western Region,District Two,Town Three,Grid Three,1866,1432,A
2018-12-29,Volta Region,District Four,Town Four,Grid Three,1388,1260,A
2018-12-30,Upper East Region,District one,Town Three,Grid Four,1270,1453,A
2018-12-31,Ahafo Region,District Four,Town Five,Grid Five,1635,1080,A
2019-01-01,Central Region,District Two,Town Four,Grid Five,903,1284,A
2019-01-02,Bono East Region,District Two,Town Five,Grid Three,1282,655,B
2019-01-03,North East Region,District Three,Town One,Grid Four,1734,1128,A
2019-01-04,Bono East Region,District Four,Town Five,Grid Five,567,1723,A
2019-01-05,Central Region,District Four,Town Four,Grid Five,670,1553,A
2019-01-06,Ahafo Region,District Five,Town Three,Grid Three,1290,824,A
2019-01-07,Volta Region,District Two,Town Three,Grid Three,696,1330,A
2019-01-08,Western North Region,District Five,Town Two,Grid Five,1623,1428,A
2019-01-09,North East Region,District one,Town Three,Grid Two,542,562,A
2019-01-10,Western North Region,District Three,Town One,Grid Three,1876,564,A
2019-01-11,Oti Region,District Three,Town Two,Grid Four,1606,1657,A
2019-01-12,Oti Region,District Three,Town Two,Grid Three,659,1770,A
2019-01-13,Western North Region,District Two,Town Three,Grid Five,1829,1467,A
2019-01-14,Upper East Region,District Four,Town One,Grid One,1436,998,A
2019-01-15,Eastern Region,District one,Town One,Grid Three,955,873,B
2019-01-16,Brong-Ahafo Region,District one,Town Three,Grid Three,1452,1133,A
2019-01-17,Brong-Ahafo Region,District one,Town Two,Grid Two,619,883,B
2019-01-18,Ahafo Region,District Four,Town Five,Grid Two,566,551,A
2019-01-19,Savannah Region,District Four,Town Two,Grid One,1493,1724,A
2019-01-20,Volta Region,District Four,Town Three,Grid Three,1836,631,A
2019-01-21,Brong-Ahafo Region,District Three,Town Three,Grid Two,600,1772,B
2019-01-22,Volta Region,District Four,Town One,Grid One,1309,411,A
2019-01-23,Upper West Region,District Five,Town Four,Grid Two,826,767,A
2019-01-24,Western North Region,District Five,Town One,Grid One,1965,1196,A
2019-01-25,Brong-Ahafo Region,District Four,Town Five,Grid One,1793,923,A
2019-01-26,Brong-Ahafo Region,District Four,Town Five,Grid One,806,1513,A
2019-01-27,Ashanti Region,District Two,Town Two,Grid One,1972,959,A
2019-01-28,Central Region,District one,Town Four,Grid Two,1600,469,A
2019-01-29,Brong-Ahafo Region,District Three,Town Four,Grid Three,1722,1765,B
2019-01-30,Northern Region,District Two,Town One,Grid One,1044,801,A
2019-01-31,Ahafo Region,District Four,Town Five,Grid Five,1498,1308,A
2019-02-01,Brong-Ahafo Region,District Four,Town Two,Grid Four,1636,730,A
2019-02-02,Ashanti Region,District Four,Town Two,Grid Four,1450,1180,A
2019-02-03,Oti Region,District Five,Town One,Grid Five,1274,494,A
2019-02-04,Upper East Region,District Four,Town Three,Grid Four,580,1379,A
2019-02-05,Upper West Region,District Five,Town Two,Grid Four,1613,1652,A
2019-02-06,Oti Region,District Three,Town Two,Grid Two,1652,751,A
2019-02-07,Western Region,District Five,Town Three,Grid Five,590,1748,A
2019-02-08,Western Region,District one,Town Two,Grid Five,1379,1644,A
2019-02-09,Savannah Region,District Two,Town Two,Grid Four,1964,914,A
2019-02-10,Greater Accra Region,District Three,Town Three,Grid Three,1847,1262,A
2019-02-11,Savannah Region,District Three,Town Three,Grid Three,1964,1644,A
2019-02-12,Greater Accra Region,District one,Town Two,Grid One,951,779,A
2019-02-13,Ashanti Region,District one,Town Four,Grid Five,894,759,A
2019-02-14,Greater Accra Region,District Three,Town Four,Grid Two,1009,907,B
2019-02-15,Greater Accra Region,District Two,Town Four,Grid Three,587,1773,A
2019-02-16,Central Region,District Two,Town Two,Grid Five,1102,536,A
2019-02-17,Western Region,District Four,Town Three,Grid Five,1398,1602,A
2019-02-18,Brong-Ahafo Region,District Five,Town Three,Grid Five,507,1766,A
2019-02-19,Upper West Region,District one,Town Two,Grid Three,627,707,A
2019-02-20,North East Region,District Three,Town Three,Grid Three,1184,489,A
2019-02-21,Bono East Region,District Five,Town Three,Grid Three,1308,495,A
2019-02-22,Northern Region,District Five,Town Four,Grid One,1253,719,A
2019-02-23,Ashanti Region,District Four,Town Two,Grid Three,954,676,B
2019-02-24,Greater Accra Region,District one,Town Five,Grid Two,1798,1379,A
2019-02-25,Ahafo Region,District Three,Town One,Grid One,1547,1792,A
2019-02-26,Savannah Region,District Five,Town Two,Grid Five,1137,520,A
2019-02-27,Upper East Region,District Two,Town Three,Grid One,750,846,A
2019-02-28,Volta Region,District Five,Town Five,Grid One,632,679,A
2019-03-01,Greater Accra Region,District Two,Town Three,Grid Five,1754,968,A
2019-03-02,Eastern Region,District Five,Town Four,Grid Four,1706,455,A
2019-03-03,Upper West Region,District one,Town One,Grid Four,919,766,B
2019-03-04,Central Region,District Five,Town Five,Grid Four,1970,996,A
2019-03-05,Northern Region,District Three,Town Four,Grid One,1107,1340,A
2019-03-06,Ashanti Region,District Two,Town One,Grid Four,1247,1380,A
2019-03-07,Upper East Region,District Three,Town Two,Grid One,1611,1596,A
2019-03-08,Upper East Region,District Five,Town Four,Grid Three,663,1281,A
2019-03-09,Oti Region,District Four,Town Two,Grid Three,1068,1527,A
2019-03-10,Ahafo Region,District one,Town Five,Grid Two,550,1150,B
2019-03-11,Oti Region,District Four,Town Four,Grid Two,1761,1207,A
2019-03-12,Upper East Region,District one,Town Four,Grid Two,1186,1682,B
2019-03-13,Upper West Region,District Three,Town One,Grid Two,1190,1570,A
2019-03-14,Brong-Ahafo Region,District Four,Town Five,Grid One,1281,1689,A
2019-03-15,Greater Accra Region,District Two,Town Three,Grid One,949,419,A
2019-03-16,North East Region,District Four,Town Five,Grid Four,1558,1789,A
2019-03-17,Greater Accra Region,District Three,Town Five,Grid Two,638,1184,B
2019-03-18,Bono East Region,District Five,Town Five,Grid Four,1468,1269,B
2019-03-19,Volta Region,District Three,Town Three,Grid Two,1171,1733,A
2019-03-20,Western North Region,District Three,Town One,Grid Three,797,1440,A
2019-03-21,Ashanti Region,District Five,Town Two,Grid Four,700,1072,A
2019-03-22,Western North Region,District Four,Town Five,Grid Three,1489,747,B
2019-03-23,Western North Region,District Two,Town One,Grid Two,1121,692,A
2019-03-24,Western Region,District one,Town Three,Grid One,1853,1253,A
2019-03-25,Central Region,District Five,Town Two,Grid Five,1774,1056,A
2019-03-26,Upper West Region,District Four,Town Five,Grid Four,1016,1378,A
2019-03-27,Eastern Region,District Five,Town Three,Grid Two,578,535,A
2019-03-28,Savannah Region,District Five,Town Two,Grid Four,1092,642,A
2019-03-29,Western Region,District Four,Town Five,Grid Four,1970,1695,A
2019-03-30,Upper West Region,District Four,Town Four,Grid Four,744,1615,A
2019-03-31,Ahafo Region,District Five,Town Four,Grid One,1509,534,A
2019-04-01,Bono East Region,District Three,Town Two,Grid Two,775,1777,A
2019-04-02,Upper East Region,District Three,Town Five,Grid Three,1744,1785,A
2019-04-03,Oti Region,District Three,Town Two,Grid One,1474,663,A
2019-04-04,Bono East Region,District Three,Town One,Grid Five,533,1104,A
2019-04-05,Western Region,District one,Town Three,Grid One,603,631,A
2019-04-06,Ashanti Region,District Five,Town Five,Grid Three,714,926,A
2019-04-07,Central Region,District Five,Town One,Grid Three,658,1562,B
2019-04-08,Bono East Region,District Five,Town Three,Grid Two,956,1251,A
2019-04-09,Upper West Region,District Four,Town One,Grid Five,800,1578,A
2019-04-10,Ahafo Region,District Four,Town Five,Grid Five,551,1149,A
2019-04-11,Upper West Region,District Five,Town Five,Grid Three,501,1781,A
2019-04-12,Bono East Region,District Five,Town Two,Grid Four,616,1569,A
2019-04-13,Brong-Ahafo Region,District Two,Town Three,Grid Three,1291,1105,A
2019-04-14,Western Region,District one,Town Two,Grid Two,805,596,A
2019-04-15,Volta Region,District one,Town One,Grid One,1047,1476,B
2019-04-16,Northern Region,District one,Town One,Grid Two,936,477,B
